rank,score,verdict,author,followers_raw,author_followers,rel_amp,likes,retweets,engagement,reach_median,tweet
195,64,Has legs,rihanna,59000000,144,3.965,10760,7298,25356.0,831,First ever #BBHMM performance on the #iHeartAwards tonight!!!! Tune in at 8/7c on NBC. @iHeartRadio #NavyRDie #R8
196,64,Has legs,katyperry,95000000,149,2.552,18841,8870,36581.0,886,YO @BettyCrocker WHY WOULD U DISCONTINUE RAINBOW CHIP FROSTING? WHAT DA HECK AM I SUPPOSED 2 PUT ON MY FUNFETTI CAKE? HO
197,64,Has legs,selenagomez,45000000,141,2.502,7667,18981,45629.0,867,"@selenagomez i love you like a love song baby. Thank You, I am so happy everyone loves the song so much!!"
198,64,Has legs,justinbieber,91000000,148,2.173,156906,75620,308146.0,908,Thank you
199,64,Has legs,britneyspears,36000000,138,1.638,3160,1547,6254.0,872,"So, this week has been, like, totally awesome 💁 What have you guys been up to? Let’s talk! #PrettyGirlTalk"
200,64,Has legs,justinbieber,91000000,148,1.25,62533,57343,177219.0,812,Is this what you have been waiting for?? #BieberOnSeacrest
201,64,Has legs,rihanna,59000000,144,1.179,3852,1844,7540.0,801,@stunnafenty MENS ARE COMING IN 2 weeks!!!!
202,64,Has legs,ddlovato,41000000,140,1.015,17008,8018,33044.0,866,Thank YOU @LionelRichie!!! 💗
203,64,Has legs,ddlovato,41000000,140,0.445,6443,4029,14501.0,824,Thank you @MaxVangeli!!!
204,64,Has legs,ArianaGrande,42000000,140,0.427,11304,2925,17154.0,791,@lustsbutera love you I do
205,64,Has legs,britneyspears,36000000,138,0.374,678,375,1428.0,851,Well of course :) RT @Aaronnlee I LOVE BRITNEY JEAN SO SO MUCH! Bought like 5 copies. Will you follow me Britney? Xxoo #
206,64,Has legs,britneyspears,36000000,138,0.128,299,95,489.0,826,@gpappas1234 Thank you SOOOO much for your @Prizeo campaign donation!!!
207,64,Has legs,selenagomez,45000000,141,0.074,196,578,1352.0,852,Tulsa! You were incredible! Thank you so much for everything. I love you!!
208,63,Has legs,ArianaGrande,42000000,140,3.342,62267,35913,134093.0,843,I...... love...... my.... babes
209,63,Has legs,KimKardashian,48000000,142,3.251,19334,2687,24708.0,722,It's now 4:37 and I still can't sleep! Kanye is snorring. Should i snap this?
210,63,Has legs,selenagomez,45000000,141,1.914,11206,11853,34912.0,816,@twdragoes I. LOVE. BRAZIL.
211,63,Has legs,KimKardashian,48000000,142,1.458,9045,1020,11085.0,789,I can't decide on my VMA look! Casual chill vibes or dressy sexy? And blonde hair or dark?
212,63,Has legs,KimKardashian,48000000,142,1.409,7945,1382,10709.0,902,Major 🔑 @djkhaled Who got the album??? I just got it! Go get it now!!!
213,63,Has legs,ArianaGrande,42000000,140,1.325,23619,14770,53159.0,804,you actually have no idea how much I adore y'all
214,63,Has legs,ArianaGrande,42000000,140,1.301,26217,12990,52197.0,828,thank you Louisville for your love tonight ......💜💜💜💜 y'all were amazing &amp; I love you
215,63,Has legs,ddlovato,41000000,140,1.251,17355,11675,40705.0,807,FUCK YEAH!!!!!!!!! HERE WE GO!!!!!!! #TeamRousey #UFC190
216,63,Has legs,katyperry,95000000,149,1.026,3592,5554,14700.0,879,"Find the #PRISM semi, take a picture and I'll RT you. Don't worry, Los Angeles is just the first stop on the map."
217,63,Has legs,ddlovato,41000000,140,0.894,14022,7566,29154.0,781,And The Boy Who Blocked His Own Shot by Brand New... Never gets old. Ever ever ever. #throwback
218,63,Has legs,YouTube,60000000,144,0.419,456,58,572.0,835,@bryanlanning A billion views for Daily Bumps!? Congratulations to all of you!
219,63,Has legs,ArianaGrande,42000000,140,0.304,7700,2246,12192.0,758,@xocailyn the gloves will always have a home tbh!!!! i really really love performing with them
220,63,Has legs,Cristiano,52000000,142,0.27,653,287,1227.0,800,@baharCR7 What’s going on? Everything good in Denmark?
221,63,Has legs,katyperry,95000000,149,0.262,1126,1319,3764.0,792,We don't stop! “@lovatokitten: It's insane how many time's I've listened to Roar by @katyperry omfg. Don't stop me.”
222,63,Has legs,ddlovato,41000000,140,0.229,3529,1972,7473.0,770,@KatieQLowes thank you!!
223,63,Has legs,Cristiano,52000000,142,0.079,147,105,357.0,798,"@MFaisalG1 Hi there, everything good?"
224,63,Has legs,selenagomez,45000000,141,0.032,95,244,583.0,846,@WonderwallMSN THANK YOU!! God bless
225,62,Has legs,ArianaGrande,42000000,140,3.772,77712,36802,151316.0,796,love youu
226,62,Has legs,ArianaGrande,42000000,140,2.886,53264,31256,115776.0,803,love only
227,62,Has legs,britneyspears,36000000,138,2.495,6093,1715,9523.0,774,VEGAS! So great to be back! Who's coming to the show tomorrow night? I’ve got a special surprise planned... 😉 #PieceOfMe
228,62,Has legs,britneyspears,36000000,138,2.464,4727,2339,9405.0,858,THANK YOU to everyone who voted! Your support means the world. I am so proud of this show &amp; can't wait to see what t
229,62,Has legs,ddlovato,41000000,140,2.132,34604,17393,69390.0,820,So you wanna play? Well come play with me.. 😈
230,62,Has legs,katyperry,95000000,149,1.417,9147,5578,20303.0,817,#RIPKatyCatKaliyah I LOVE YOU KALIYAH! I hope you can hear this from all the angels rejoicing in you're presence!
231,62,Has legs,justinbieber,91000000,148,1.352,70347,60673,191693.0,721,Happy birthday MJ! #RIP
232,62,Has legs,jimmyfallon,42000000,140,1.294,2106,390,2886.0,810,"Hashtag game! Tweet a story about something funny, weird, or embarrassing you've had to do and tag it with #HadToDoIt. C"
233,62,Has legs,KimKardashian,48000000,142,1.139,6349,1153,8655.0,802,Who hears Kanye's FADE in KUWTK!!!!!!!! OMG! All of our music needs to be like this!!!!!! I literally have chills!!!!!!!
234,62,Has legs,katyperry,95000000,149,1.138,7934,4189,16312.0,902,READY FOR WUT WEZ BEEN GRILLIN?!
235,62,Has legs,ddlovato,41000000,140,1.033,15366,9130,33626.0,808,Loving my @nycnewyorkcolor BB Crèmes! 😘😘  Have you tried them yet?? #showcaseNYC
236,62,Has legs,britneyspears,36000000,138,0.592,907,676,2259.0,782,Can you guess who this song is about?
237,62,Has legs,selenagomez,45000000,141,0.58,2003,4289,10581.0,835,And see all of YOU make ME better. Your opinions and thoughts mean so much. Thank you! Night! Love you all so much
238,62,Has legs,KimKardashian,48000000,142,0.542,2568,777,4122.0,780,Who’s ready for #KUWTK? All new episode tonight on E!
239,62,Has legs,taylorswift13,83000000,147,0.513,2181,6955,16091.0,770,Thank you so much for my People's Choice Award! Favorite Country Artist! PARTY!!! Seriously- thank you for voting.
240,62,Has legs,ArianaGrande,42000000,140,0.264,6663,1976,10615.0,805,@greedyforarig thank you my love
241,62,Has legs,katyperry,95000000,149,0.246,1671,930,3531.0,801,@Iickmekaty is one of the photos on a crocodile?! WUT?!
242,62,Has legs,jimmyfallon,42000000,140,0.215,401,39,479.0,807,“@Freak2524: @jimmyfallon What's your favourite movie ?” City For Conquest
243,62,Has legs,rihanna,59000000,144,0.172,360,370,1100.0,867,@leleboo246 phuck is u @ yeaux??!
244,62,Has legs,britneyspears,36000000,138,0.088,103,117,337.0,804,@923NowFM @radiodotcom Love y'all! Getting to WORK!
245,62,Has legs,britneyspears,36000000,138,0.061,57,88,233.0,788,@devonneschmidt LOL I love it!
246,61,Has legs,rihanna,59000000,144,9.931,8704,27406,63516.0,814,"If you don't live your life, who the phuck will?"
247,61,Has legs,rihanna,59000000,144,7.558,23492,12421,48334.0,801,Navy y’all did this i$h!!! FIRST &amp; ONLY @RIAA certified with 100M song awards &amp; #ANTI is PLATINUM!! Thank you fo
248,61,Has legs,rihanna,59000000,144,3.487,7274,7513,22300.0,807,Wow!! I cant tell yall how I'm shaking! I cant believe this!! You did this!! #13 number 1's! Where dey do dat at? Hardly
249,61,Has legs,ArianaGrande,42000000,140,1.21,30404,9060,48524.0,774,how many more days til dwt? i want to see you now. this is too much.
250,61,Has legs,ddlovato,41000000,140,1.101,15671,10072,35815.0,775,Oh COME ON.... Can you GET ANY CUTER than that?!!!? 😍😍❤️❤️🐶🐶 https://t.co/zdTdWDWxqS
251,61,Has legs,britneyspears,36000000,138,0.63,846,780,2406.0,818,Who's gotten something from the new #WorkBxxchCollection today?? What are your favorite pieces??
252,61,Has legs,selenagomez,45000000,141,0.401,1037,3141,7319.0,774,"Morning everyone, hope you all have a great day."
253,61,Has legs,ArianaGrande,42000000,140,0.355,9059,2599,14257.0,782,@bocabieber thank you my love
254,61,Has legs,katyperry,95000000,149,0.259,1186,1266,3718.0,746,"🌈🌈 “@KatyAndLiam: CAUSE I UNDERSTAND YOU, EYE TO EYE!!!! @katyperry #PRISM”"
255,61,Has legs,KimKardashian,48000000,142,0.257,1332,313,1958.0,765,@MyleezaKardash all of them!!!! LOL Happy Birthday!!!! See you soon!!!!
256,61,Has legs,britneyspears,36000000,138,0.254,443,264,971.0,745,Followed! :) RT @LM_Mixer1D follow me?? please
257,61,Has legs,jimmyfallon,42000000,140,0.196,301,68,437.0,738,@pitbull ha!!! All love bro. It's my new look!!
258,61,Has legs,taylorswift13,83000000,147,0.161,707,2168,5043.0,797,"The CMT Awards are tonight!! If you felt like voting for my video at CMT.com, I wouldn't try and stop you :) :)"
259,61,Has legs,selenagomez,45000000,141,0.146,321,1169,2659.0,774,Guess whose album comes out today? :) My friends @Allstarweekend !!!
260,61,Has legs,Cristiano,52000000,142,0.067,67,119,305.0,862,@rioferdy5 Really? so we need to organize that. I can show you some great restaurants
261,61,Has legs,KimKardashian,48000000,142,0.05,288,45,378.0,805,@I_yler Happy Birthday!!!! Much love and happiness to you!!! 🎂🎂🎂🎂🎂
262,61,Has legs,britneyspears,36000000,138,0.044,49,59,167.0,772,@JustinBLovers17 @iamwill aww thank you - just followed ya!
263,61,Has legs,Cristiano,52000000,142,0.037,31,68,167.0,719,Has it started snowing yet? @laucridiz here in Utah we only have white Christmases with hot chocolate! and warm blankets
264,61,Has legs,YouTube,60000000,144,0.034,42,2,46.0,854,@GloZell 💚🖌🐵 LOVE 🐵🖌💚
265,60,Has legs,jimmyfallon,42000000,140,6.606,11561,1589,14739.0,806,I have the best fans in the world. Thank you!! LOVE.
266,60,Has legs,taylorswift13,83000000,147,2.464,24485,26347,77179.0,796,"How come no one told me that for 4 hours there was chocolate cake ALL over my face?!? Because you ate it alone, Taylor. "
267,60,Has legs,katyperry,95000000,149,2.447,14412,10332,35076.0,763,SOUTH AMERICA! #ThePrismaticWorldTour is finally headed to u!
268,60,Has legs,ArianaGrande,42000000,140,1.345,27199,13383,53965.0,757,but again.... thank you!!!! and I love you so much
269,60,Has legs,justinbieber,91000000,148,1.323,71127,58217,187561.0,783,Happy thanksgiving
270,60,Has legs,KimKardashian,48000000,142,1.287,6543,1620,9783.0,852,Ugh his wifi isn't working!!!!!! Who doesn't have wifi?!?!?! lol
271,60,Has legs,KimKardashian,48000000,142,0.687,3338,946,5230.0,748,Who’s watching #KUWTK tonight with me?! XO
272,60,Has legs,justinbieber,91000000,148,0.597,31929,26385,84699.0,723,@scrappy most of the time?!?! Lol
273,60,Has legs,ArianaGrande,42000000,140,0.38,8305,3479,15263.0,813,@grandeebuterax love you more
274,60,Has legs,katyperry,95000000,149,0.326,2939,871,4681.0,770,@Brookeenloe1 I know you are but what am I
275,60,Has legs,rihanna,59000000,144,0.258,476,587,1650.0,754,“@Chelsey_BA: @rihanna never too early.” #thatsmynavy tho
276,60,Has legs,selenagomez,45000000,141,0.239,881,1742,4365.0,812,@SummersNotHot Thank You!!
277,60,Has legs,selenagomez,45000000,141,0.169,463,1313,3089.0,791,So happy for @jayasherguy ! THIRTEEN REASONS WHY write up in Entertainment Weekly! Re-reading it now :)
278,60,Has legs,jimmyfallon,42000000,140,0.158,213,70,353.0,784,“@davidagreco: @jimmyfallon What do you not like (besides mayonnaise)?” Mushrooms.
279,60,Has legs,britneyspears,36000000,138,0.155,227,182,591.0,826,@averlus How would you pronounce that??
280,60,Has legs,britneyspears,36000000,138,0.143,244,152,548.0,732,@ItsROfficial Your background is hilarious
281,60,Has legs,britneyspears,36000000,138,0.128,257,115,487.0,773,@brinbrinn Thank you!!!!
282,60,Has legs,jtimberlake,41000000,140,0.044,48,35,118.0,779,.@JonesBeach1988 I bet you killed it too!! Love it.
283,60,Has legs,YouTube,60000000,144,0.042,49,4,57.0,863,@nixiepixi So close! What are you going to do to celebrate?
284,60,Has legs,KimKardashian,48000000,142,0.031,184,26,236.0,811,@Argloveskardash happy birthday!!!!!!
285,60,Has legs,jtimberlake,41000000,140,0.01,6,10,26.0,779,@allisond8 That's the beauty of the most wonderful time of the year! Rep your team!!
286,59,Has legs,ddlovato,41000000,140,5.365,72271,51154,174579.0,693,#7YearsOfCampRock... How incredible. 7 years since my life changed and my dreams came true. I love you all so much.. We 
287,59,Has legs,ArianaGrande,42000000,140,3.111,65456,29673,124802.0,768,I'll be yours forever cause I never wanna be without love 🍂
288,59,Has legs,ArianaGrande,42000000,140,2.638,50641,27603,105847.0,774,am I the only one who still can't take their eyes off the news? praying for peace and humanity.
289,59,Has legs,ddlovato,41000000,140,1.405,25690,10020,45730.0,764,Holy shit banana tic tacs?!!? So good
290,59,Has legs,ddlovato,41000000,140,1.348,18903,12485,43873.0,828,Who's ready to kick ass this morning?!!
291,59,Has legs,katyperry,95000000,149,1.033,3670,5565,14800.0,727,Happy St. Patrick's Day everyone...AKA Ultimate test of sobriety day! #CHEERS
292,59,Has legs,selenagomez,45000000,141,0.721,6019,3567,13153.0,824,@taylordunn73 tell her happy bday!!!!! 🎉🎉🎉
293,59,Has legs,katyperry,95000000,149,0.665,2952,3292,9536.0,782,"My Brazilian babies!!! “@beatforkaty: @katyperry I JUST BOUGHT, ARE YOU PROUD? 5 http://t.co/qH5S7bXhDa”"
294,59,Has legs,jimmyfallon,42000000,140,0.54,804,201,1206.0,756,Best of Late Night on NBC right now! What's your favorite thing you've seen? #BestOfLateNight
295,59,Has legs,TheEllenShow,65000000,145,0.466,2211,248,2707.0,766,So which one was your favorite this week? #EllenDesignOnHGTV
296,59,Has legs,ladygaga,64000000,145,0.369,2538,847,4232.0,768,@andreskc11 I love this! 🤗 keep rockin' that sweat!
297,59,Has legs,jimmyfallon,42000000,140,0.357,549,124,797.0,738,"“@Spectre124: @CraigyFerg, 
You notice that JF is kind of copying you with his weird Panda? You've had your weird horse"
298,59,Has legs,Cristiano,52000000,142,0.335,365,578,1521.0,789,done :-) RT @ben_gialloreto @Cristiano can I get a RT? It would make my life
299,59,Has legs,KimKardashian,48000000,142,0.309,1776,287,2350.0,712,Happy Birthday @ZOHALxo !!!!! Have the best birthday ever!!!
300,59,Has legs,taylorswift13,83000000,147,0.294,4068,2578,9224.0,814,@caaaaaaaash YES. You just made my day.
301,59,Has legs,taylorswift13,83000000,147,0.211,860,2871,6602.0,768,"About to wrap day 2 of a new music video that I can't WAIT for you to see!! While we wait, shall we all vote for the AMA"
302,59,Has legs,YouTube,60000000,144,0.208,186,49,284.0,726,"@Sia Such an accomplishment! Congratulations, you incredible artist you."
303,59,Has legs,katyperry,95000000,149,0.149,837,650,2137.0,772,@karlihenriquez love you hina.
304,59,Has legs,selenagomez,45000000,141,0.108,257,858,1973.0,786,Yup!! :) so excited for you to hear RT @ll887: @selenagomez Have you got anynew songs 2011 ?????? &lt;3
305,59,Has legs,britneyspears,36000000,138,0.092,79,137,353.0,723,@calebmarshall93 OMG so cute. Thank u!
306,59,Has legs,jtimberlake,41000000,140,0.079,58,78,214.0,716,"""@bsp1128: @jtimberlake Sweet GTO, I was just driving next to you in the Valley."" Why, thank you kindly..."
307,59,Has legs,jtimberlake,41000000,140,0.051,37,51,139.0,783,.@hcc23 Glad you had fun! Come back and see us!!
308,59,Has legs,jtimberlake,41000000,140,0.032,24,31,86.0,763,"""@Dimberlake: @jtimberlake I'm a @homemint founder :) Congratulations ? :)"" Nice!!"
309,59,Has legs,YouTube,60000000,144,0.029,30,5,40.0,838,@heerac11 Hope you like our upload surprise! Is there a #YTRedOriginal that you're most excited for?
310,59,Has legs,YouTube,60000000,144,0.029,22,9,40.0,765,@TeamsuperTO Aww we're so glad you liked it! Did you have a favorite part? 🦄🌈
311,58,Has legs,KimKardashian,48000000,142,3.63,18228,4683,27594.0,749,I love you guys so much!!! Thank you for all of the birthday love! It means so much to me!!!! 🎂🎈🎉
312,58,Has legs,ArianaGrande,42000000,140,3.304,65311,33614,132539.0,761,i love and appreciate you
313,58,Has legs,selenagomez,45000000,141,2.536,11077,17586,46249.0,779,I can't thank you enough :) love you all so much!!
314,58,Has legs,jimmyfallon,42000000,140,2.407,2930,1220,5370.0,808,What a game! What a game!! What a game!! Rangers/Kings OT on NBC. #STANLEYCUP
315,58,Has legs,jtimberlake,41000000,140,2.197,3435,1257,5949.0,739,"Wow. Wow. Wow.

@kendricklamar on @nbcsnl"
316,58,Has legs,jtimberlake,41000000,140,2.189,4511,708,5927.0,708,Thank you @CriticsChoice! @Trolls is up for TWO nominations ... Thank you for this!!!
317,58,Has legs,ArianaGrande,42000000,140,1.624,33231,15959,65149.0,784,i love you köln. you were........ 👼👼👼👼. thank you so much.
318,58,Has legs,britneyspears,36000000,138,1.602,3259,1428,6115.0,708,Is there one book you’ve read as an adult that you wish you could share with your younger self? #SmartGirlsAsk #Emmys
319,58,Has legs,ArianaGrande,42000000,140,1.428,30530,13377,57284.0,760,love you i really truly do
320,58,Has legs,ddlovato,41000000,140,1.262,19072,11006,41084.0,791,My girl is KILLING IT!!!!! YAAASSS MAMA  🙌🏼👏🏼🙏🏼 @JLo
321,58,Has legs,justinbieber,91000000,148,1.155,59527,52114,163755.0,701,Are you ready? #7hours #WhatDoYouMean?
322,58,Has legs,justinbieber,91000000,148,0.468,26958,19690,66338.0,786,@joe_termini where you at buddy?
323,58,Has legs,britneyspears,36000000,138,0.371,667,375,1417.0,760,@lsparks4 She just gets me ;)
324,58,Has legs,selenagomez,45000000,141,0.36,1146,2709,6564.0,729,Wait.... Someone bought the sun??! What?
325,58,Has legs,ArianaGrande,42000000,140,0.322,8206,2356,12918.0,759,@bendanielsss you are so so so incredible !!!
326,58,Has legs,jimmyfallon,42000000,140,0.272,462,72,606.0,803,"“@AmandaPlonka984: @jimmyfallon in class this week we watched you, I can't wait for #FallonTonight to come on. Are you e"
327,58,Has legs,selenagomez,45000000,141,0.111,489,769,2027.0,721,@TarynBieber18 Thank You
328,58,Has legs,britneyspears,36000000,138,0.1,135,124,383.0,767,@vah1903 Followed! Dig it?
329,58,Has legs,YouTube,60000000,144,0.045,42,10,62.0,792,"@kinagrannis @HarryShumJr @wongfupro Oh man things are heating up! Love really is a battlefield, huh? #SingleBy30"
330,57,Has legs,jtimberlake,41000000,140,3.583,4951,2376,9703.0,758,"Wow, @mconley11... HEART OF A LION!!!"
331,57,Has legs,KimKardashian,48000000,142,3.395,13298,6254,25806.0,711,I'm so sleepy...why is it time to get up?!?!
332,57,Has legs,jtimberlake,41000000,140,3.103,4062,2170,8402.0,690,To ALL of the UK: @THETNKIDS and myself have had a blast with you on this tour!!! Amazing energy! See you all again soon
333,57,Has legs,jtimberlake,41000000,140,3.08,2844,2748,8340.0,701,#The2020Experience #2of2 is #1 in 45 countries! Just two words: Thank You!!! -teamJT
334,57,Has legs,ladygaga,64000000,145,2.735,16745,7318,31381.0,794,"""Some say a man ain't truly happy, til' a man truly dies. Oh why?"" -Prince💥"
335,57,Has legs,Twitter,55000000,143,2.489,1551,530,2611.0,692,Summer's almost over. What's your #FridayFeeling?
336,57,Has legs,TheEllenShow,65000000,145,2.411,11363,1323,14009.0,741,#FindingDory is back in theaters tomorrow! If you didnt see it the first time (you were stranded on a deserted island?) 
337,57,Has legs,TheEllenShow,65000000,145,2.294,9272,2027,13326.0,688,I remember. You were like WHAAA?! And I was like I KNOW! https://t.co/muxoEgX34Q
338,57,Has legs,rihanna,59000000,144,2.014,2608,5137,12882.0,773,#DiamondsWorldTour we just getting started!!!
339,57,Has legs,justinbieber,91000000,148,1.993,133096,74747,282590.0,707,I love my merch
340,57,Has legs,ArianaGrande,42000000,140,1.722,32157,18465,69087.0,715,HAPPY BIRYHDAY MOM @joangrande. i hope one day i can be even half the woman you are. you are incredible.
341,57,Has legs,ArianaGrande,42000000,140,1.437,32501,12578,57657.0,670,pause I got every username wrong brb
342,57,Has legs,ddlovato,41000000,140,1.19,17222,10755,38732.0,778,So excited to watch @rondarousey kick some ass tonight... Also excited to watch her win.. 😈 #UFC190 LET'S GO!!!!!
343,57,Has legs,ArianaGrande,42000000,140,1.114,22926,10886,44698.0,744,"bye bye Boca, I love you."
344,57,Has legs,TheEllenShow,65000000,145,1.074,4846,696,6238.0,718,Happy birthday Colin Farrell and Clint Eastwood! Together you’re 126! You look incredible.
345,57,Has legs,rihanna,59000000,144,1.071,2209,2321,6851.0,752,What y'all think about HAIM?
346,57,Has legs,jtimberlake,41000000,140,1.033,705,1046,2797.0,754,"“@S_C_: JT x 1 million? Getting my ""Suit and Tie"" ready for the celebration. Is that the D'USSE talking? Haha! You're ou"
347,57,Has legs,ddlovato,41000000,140,0.912,13363,8193,29749.0,719,"Aww! @MadMadieD you are the SWEETEST!! Such a strong, smart, beautiful and TALENTED young woman.. Love you!! #DevonnebyD"
348,57,Has legs,taylorswift13,83000000,147,0.766,6425,8795,24015.0,791,MISS YOU BUDDY!!! “@edsheeran: @taylorswift13 congrats on being a BAWSE”
349,57,Has legs,britneyspears,36000000,138,0.527,1005,503,2011.0,720,Yay! Xo! RT @BritneyVanilla you announcing VEGAS! &lt;3
350,57,Has legs,katyperry,95000000,149,0.268,1134,1354,3842.0,779,"Well, it's nice to see you on my impromptu Q &amp; A! @piersmorgan: When are you coming on my show @katyperry?"
351,57,Has legs,selenagomez,45000000,141,0.223,614,1729,4072.0,718,Happy bday to @ninezeroone !! You guys are awesome
352,57,Has legs,jimmyfallon,42000000,140,0.191,337,45,427.0,678,“@ss_24: @jimmyfallon Does everything count? #BestOfFallon” thank you. But no. Be specific. Jk
353,57,Has legs,selenagomez,45000000,141,0.141,259,1154,2567.0,777,"I am so excited for Thanksgiving!! :) 
Are y'all??"
354,57,Has legs,selenagomez,45000000,141,0.137,522,987,2496.0,717,@tomkitty13 @GarretKerr12 @skittzzzy my love for you is wild!! I'm gonna start saying that! Lol
355,57,Has legs,KimKardashian,48000000,142,0.045,254,44,342.0,698,@AdmireKardash awwww happy birthday!!!!
356,56,Has legs,ddlovato,41000000,140,2.287,27792,23312,74416.0,674,YAYYYYYY!!!!! HERE WE GO!!!!!! #COOLFORTHESUMMER!!!!!!!!! 🌴💦🍒☀️🍉💖
357,56,Has legs,selenagomez,45000000,141,2.037,13182,11981,37144.0,737,As always ☺️ I love you Brasil!!!!!!!!  https://t.co/S2GZFJCg2e
358,56,Has legs,taylorswift13,83000000,147,1.798,13038,21641,56320.0,743,@selenagomez I love you so.
359,56,Has legs,Twitter,55000000,143,1.56,1118,259,1636.0,724,"Hey, @HomerJSimpson! Who's your favorite person to follow on Twitter? #HomerLive"
360,56,Has legs,ArianaGrande,42000000,140,1.022,20070,10473,41016.0,689,"""things I just can't with: babies, puppies, hot boys and cute grandpas"" - @alexaluria"
361,56,Has legs,ladygaga,64000000,145,0.902,4781,2787,10355.0,672,Love you @itstonybennett night night.💋
362,56,Has legs,jimmyfallon,42000000,140,0.756,1268,210,1688.0,695,. @TheBeachBoys fans turn your tvs up!!! First Draft of Rock:FunFunFun happening now. Hope you love it:
363,56,Has legs,britneyspears,36000000,138,0.631,890,760,2410.0,700,Next up: #TikTikBoom!! I knew immediately that I had to have @Tip on this track! You guys dig it? #BritneyJeanListeningP
364,56,Has legs,jimmyfallon,42000000,140,0.577,833,227,1287.0,599,"Props to our talent bookers: @iamjamiefoxx, @Alancumming + @aliciakeys &amp; @kendricklamar?!?! This is a crazy show! Fu"
365,56,Has legs,TheEllenShow,65000000,145,0.451,1921,350,2621.0,719,"Just watched @MLauer's generous offer at the #DaytimeEmmys. Come on, everyone! Let’s thank him!"
366,56,Has legs,jimmyfallon,42000000,140,0.344,636,66,768.0,655,“@danielinsomniac: @jimmyfallon am I cool?” Yes.
367,56,Has legs,ArianaGrande,42000000,140,0.322,8447,2244,12935.0,671,@yourstrulykaty crying
368,56,Has legs,ddlovato,41000000,140,0.31,4347,2884,10115.0,690,@AndraDayMusic YOU are so special and incredibly talented and I'm so happy we met!!! 💗💗💗
369,56,Has legs,britneyspears,36000000,138,0.273,603,220,1043.0,676,@Rogerskolney Thank you! :)
370,56,Has legs,ddlovato,41000000,140,0.225,3377,1976,7329.0,680,@milakilam I always channel emotion into my performances
371,56,Has legs,jimmyfallon,42000000,140,0.129,191,49,289.0,799,@BreedersCup @TheNYRA @FallonTonight what time am I racing?
372,56,Has legs,YouTube,60000000,144,0.056,61,8,77.0,725,"@OliviaHas2Moms @iHartbeat We've heard of ""One Band, One Sound,"" but never ""One Woman, One Drumline."" This is awesome!"
373,56,Has legs,YouTube,60000000,144,0.053,69,2,73.0,698,@harto Where’s our invite to this bowling league???
374,56,Has legs,KimKardashian,48000000,142,0.049,282,44,370.0,721,@WannaBeLikeKim happy birthday beautiful!!!
375,55,Has legs,jtimberlake,41000000,140,5.168,8010,2993,13996.0,753,Happy New Year everybody! Wishing all of you a healthy and happy 2015... Should we just go ahead and GO UP on a Thursday
376,55,Has legs,jimmyfallon,42000000,140,4.81,5470,2631,10732.0,656,Happy St. Patrick's Day!!!
377,55,Has legs,TheEllenShow,65000000,145,4.617,13181,6822,26825.0,706,OMG @ddlovato #GRAMMYs
378,55,Has legs,rihanna,59000000,144,2.657,2098,7446,16990.0,735,I don't wanna give you the wrong impression... I need Love&amp;Affection #UNAPOLOGETIC
379,55,Has legs,ddlovato,41000000,140,2.505,31678,24922,81522.0,615,Btw.... Excited to get back in the studio in days.... Are you guys ready for album #5??? 😜
380,55,Has legs,ArianaGrande,42000000,140,2.096,48336,17885,84106.0,666,why y'all so fuckin funny 😭 I love you forever and ever goodbye
381,55,Has legs,Twitter,55000000,143,1.954,1218,416,2050.0,707,"As the world gets ready to watch the #OpeningCeremony, what are you looking forward to most? #Rio2016"
382,55,Has legs,britneyspears,36000000,138,1.374,2241,1502,5245.0,719,What's your favorite category in the Golden Globes?
383,55,Has legs,katyperry,95000000,149,1.179,5865,5515,16895.0,729,Thanks for an INCREDIBLE release everyone! I hope the colors on this record r bursting through ur earbuds like lil danci
384,55,Has legs,ddlovato,41000000,140,1.088,16534,9443,35420.0,685,"Sweat pants, crime shows and Buddy..... Where are you @WValderrama?? 💔🔫💉🔪🐶"
385,55,Has legs,KimKardashian,48000000,142,0.486,3285,208,3701.0,622,@ellspow aww thank you!! ❤🙏🏽😍
386,55,Has legs,KimKardashian,48000000,142,0.452,2451,494,3439.0,727,Thank you so much @ABHcosmetics for being a sponsor for my Master Class with @MakeupByMario CAN'T WAIT!!!!
387,55,Has legs,TheEllenShow,65000000,145,0.45,2260,179,2618.0,693,"I’m gonna be live on @QVC in 30 minutes! OMG, it’s gonna be FUN."
388,55,Has legs,jtimberlake,41000000,140,0.42,568,285,1138.0,723,@Emilykingmusic The Switch. This album GOES!!!! Shout to @theshadowboxers for turning me on to this.
389,55,Has legs,TheEllenShow,65000000,145,0.351,1616,214,2044.0,728,This is why I love the @Saints. https://t.co/wWuXuvMOpn
390,55,Has legs,ladygaga,64000000,145,0.324,2360,679,3718.0,710,@rlywho wow 😭
391,55,Has legs,selenagomez,45000000,141,0.159,424,1244,2912.0,760,Ahhhhhh AMAZING! lets do it!! RT @LanceBass: @selenagomez only if was the *NSYNC/ Gomez World Tour 2011! ; )
392,55,Has legs,Cristiano,52000000,142,0.094,77,175,427.0,733,Who has pictures of today? I'd love to see my fan's pictures and videos.
393,55,Has legs,selenagomez,45000000,141,0.09,246,695,1636.0,666,Just landed I'm the US after being gone for 4 months! YAY! I've missed my home but had such an amazing time!
