rank,rank_error,signed_error,score,score_pct,rel_amp,actual_rel_amp_pct,reach_median,reach_median_pct,engagement,engagement_pct,reach_vs_eng_error,verdict,author,likes,retweets,tweet
3111,16.68,16.68,72,99.01,2.261,82.33,1000,99.54,32407.0,83.44,16.11,Has legs,katyperry,14299,9054,HAPPY BIRTHDAY 🍤
3112,16.68,-16.68,6,56.14,1.671,72.81,168,57.03,19175.0,73.79,16.76,Likely to fizzle,ladygaga,8787,5194,Back to love. ❤️🔫 https://t.co/Gq4PBUf8Wi
3113,16.7,16.7,19,78.76,1.276,62.06,261,78.84,4869.0,48.25,30.59,Likely to fizzle,britneyspears,1819,1525,It's time! So stoked to watch this with y'all. Popcorn in hand. #IAmBritneyJean starts now :)
3114,16.71,16.71,56,96.36,2.037,79.65,737,96.71,37144.0,85.86,10.85,Has legs,selenagomez,13182,11981,As always ☺️ I love you Brasil!!!!!!!!  https://t.co/S2GZFJCg2e
3115,16.71,16.71,4,27.7,0.273,10.99,144,31.6,1749.0,23.59,8.01,Likely to fizzle,rihanna,479,635,Thank you @rnikita20 http://t.co/1wzsNmff
3116,16.71,16.71,4,27.7,0.273,10.99,143,27.37,286.0,4.09,23.28,Likely to fizzle,Twitter,52,117,CAUTION: after buying a net to #endmalaria you may be overcome w/ emotion. @ConanOBrien demonstrates in this pic... http
3117,16.71,16.71,4,27.7,0.273,10.99,142,23.88,1239.0,15.85,8.03,Likely to fizzle,Cristiano,239,500,"Every match, I play to enjoy myself and do my best for the team. My Safari boots help me do this and are very import... "
3118,16.72,-16.72,4,27.7,0.893,44.42,145,36.99,5194.0,49.56,12.58,Likely to fizzle,TheEllenShow,4102,546,Violet is back to test toys today. And to test how much cuteness I can stand. https://t.co/ZjNiZxuXPO
3119,16.72,-16.72,4,27.7,0.893,44.42,148,47.22,126658.0,96.77,49.54,Likely to fizzle,justinbieber,43066,41796,#3days http://t.co/vStpZK8Sv7
3120,16.72,-16.72,4,27.7,0.893,44.42,140,9.41,2421.0,31.03,21.62,Likely to fizzle,jtimberlake,1391,515,20 day countdown before #JT2020Tour's last leg so each day till then we're featuring @THETNKIDS on http://t.co/9BEeMWL9y
3121,16.72,-16.72,4,27.7,0.893,44.42,150,50.23,1219.0,15.57,34.66,Likely to fizzle,YouTube,891,164,"🙆❤️🚘

A @djsnake love song → https://t.co/VoYelmvohZ https://t.co/ViQcEQCh1i"
3122,16.72,-16.72,4,27.7,0.893,44.42,140,9.41,35851.0,85.29,75.88,Likely to fizzle,ArianaGrande,21405,7223,"• she getting money respect ha ☝🏼️
this a real bitches fiesta @pericoprincess 👯 ♩ ♪ https://t.co/VPPKJje2ww"
3123,16.72,-16.72,4,27.7,0.893,44.42,140,9.41,2420.0,31.01,21.6,Likely to fizzle,jtimberlake,1376,522,"Check out JT &amp; @THETNKIDS's new look this summer, thanks to @neilbarrett: http://t.co/pMLMtKNyQU -teamJT"
3124,16.74,-16.74,7,58.51,1.788,75.25,170,57.6,3988.0,43.59,14.0,Likely to fizzle,jimmyfallon,1220,1384,"Couples are splitting the cost of an engagement ring. Because every girl dreams of hearing her man say, ""You owe me $2,0"
3125,16.75,-16.75,16,75.01,3.856,91.76,236,74.42,4045.0,43.95,30.46,Likely to fizzle,Twitter,2055,995,"Never gonna GIF you up, @rickastley. #GIFparty https://t.co/Ustoy7Ip1N"
3126,16.75,16.75,23,82.64,1.394,65.89,291,82.47,3111.0,37.2,45.27,Likely to fizzle,jimmyfallon,881,1115,"Mark Zuckerberg has launched a new project to bring Internet access to everyone in the world. It's called, “Starbucks.” "
3127,16.76,-16.76,14,71.59,3.026,88.35,226,71.92,6750.0,54.44,17.48,Likely to fizzle,jimmyfallon,2314,2218,"The most popular Halloween costume in Boston today was ""Hungover guy in the same clothes as yesterday."" #fallonmono"
3128,16.77,-16.77,7,58.51,1.79,75.27,175,59.02,56050.0,91.19,32.17,Likely to fizzle,taylorswift13,29622,13214,"Here's a video from my first day of fight training for Bad Blood. Thanks again for the 9 VMA nominations!!
@MTV 

htt"
3129,16.78,16.78,17,76.37,1.208,59.59,245,76.18,37828.0,86.29,10.11,Likely to fizzle,taylorswift13,20842,8493,"I'm about to go onstage at @1027KIISFM #KIISJingleBall in LA.
Fun fact: I have a wicked case of laryngitis. This should"
3130,16.78,16.78,4,27.7,0.272,10.92,143,27.37,285.0,4.05,23.32,Likely to fizzle,Twitter,93,96,#SxSW goers: Discover the top 100 bands & follow them to stay up on their whereabouts w/ this list by @AllSongs http://t
3131,16.78,16.78,4,27.7,0.272,10.92,142,23.88,2069.0,27.16,3.29,Likely to fizzle,KimKardashian,1349,360,Check out new secretclosetnet where you can find some of my favorite luxury items! #secretclosetnet… https://t.co/YI5ppk
3132,16.79,16.79,5,52.97,0.752,36.18,169,57.31,10788.0,63.94,6.63,Likely to fizzle,katyperry,2712,4038,"I'M VOTING IGGY, DUH: http://t.co/HLvgu2TYBm"
3133,16.81,-16.81,3,2.17,0.446,18.97,134,1.68,615.0,7.21,5.54,Likely to fizzle,cnnbrk,305,155,We’re projecting #ElectionNight results in real-time on the @EmpireStateBldg 🇺🇸 #MyVote Watch live: https://t.co/0vLgMV0
3134,16.82,-16.82,21,80.9,8.166,97.72,275,80.75,265759.0,99.58,18.83,Likely to fizzle,ddlovato,103291,81234,This is meeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeer #7YearsOfCampRock
3135,16.82,-16.82,17,76.37,4.283,93.19,248,76.69,9556.0,61.42,15.27,Likely to fizzle,jimmyfallon,4172,2692,Mark Zuckerberg says the NSA spies on Americans too much. Talk about the pot unfriending the kettle. #fallonmono
3136,16.82,-16.82,4,27.7,0.894,44.51,147,42.96,3151.0,37.53,5.43,Likely to fizzle,BarackObama,2047,552,Don't miss your chance for the adventure of a lifetime. Enter now—and you and a friend could be headed to Alaska: https:
3137,16.82,-16.82,4,27.7,0.894,44.51,154,52.22,126750.0,96.79,44.57,Likely to fizzle,justinbieber,56506,35122,I am  https://t.co/EhNlhtpQtA
3138,16.82,-16.82,4,27.7,0.894,44.51,148,47.22,126722.0,96.78,49.55,Likely to fizzle,justinbieber,60604,33059,https://t.co/y8sxm6vyJa
3139,16.82,-16.82,4,27.7,0.894,44.51,141,17.96,1219.0,15.57,2.39,Likely to fizzle,instagram,849,185,"#DailyFluff
https://t.co/dQ1y1lmPY2 🐾 https://t.co/r0c8LmYnLc"
3140,16.84,16.84,21,80.9,1.338,64.07,263,79.2,189795.0,98.62,19.42,Likely to fizzle,justinbieber,69129,60333,What Do You Mean? @BigSean #19DAYS http://t.co/wdaz5TFo57
3141,16.86,16.86,4,27.7,0.271,10.84,140,9.41,654.0,7.57,1.84,Likely to fizzle,shakira,170,242,"El set de regalo de la premiada fragancia de Shakira, Elixir, está a la venta hoy en Kohl's con un descuento de $5 http:"
3142,16.86,16.86,4,27.7,0.271,10.84,141,17.96,4953.0,48.62,30.67,Likely to fizzle,selenagomez,783,2085,"@ashley_cook braided my hair, poorly. Lol http://t.co/UXNvTr0u"
3143,16.89,-16.89,6,56.14,1.678,73.03,176,59.3,2291.0,29.71,29.58,Likely to fizzle,YouTube,1613,339,Card tricks that won’t get you banned from Vegas → https://t.co/IIKCjmkXjh https://t.co/FwQBAWi7b6
3144,16.89,16.89,17,76.37,1.205,59.49,240,75.11,13830.0,68.28,6.83,Likely to fizzle,ladygaga,6352,3739,I got Asia about 100 presents on tour 🐷👑⚽️🎀💖😂 from both mommy and monsters! so many beautiful presents and letters from 
3145,16.89,-16.89,4,27.7,0.895,44.59,147,42.96,3155.0,37.59,5.37,Likely to fizzle,BarackObama,1667,744,LIVE: The President is speaking about expanding high-speed broadband to low-income households. http://t.co/3h1KoOsz6I
3146,16.89,-16.89,4,27.7,0.895,44.59,140,9.41,35939.0,85.37,75.96,Likely to fizzle,ArianaGrande,18049,8945,he loves a window. #strauss https://t.co/N2SY3H5n4e
3147,16.89,-16.89,4,27.7,0.895,44.59,140,9.41,2425.0,31.07,21.66,Likely to fizzle,jtimberlake,1679,373,🙏‼️ https://t.co/KhIv7B4tq3
3148,16.9,-16.9,16,75.01,3.89,91.9,246,76.34,29571.0,81.63,5.29,Likely to fizzle,KimKardashian,15763,6904,i really need to motivate myself to workout today.
3149,16.9,16.9,7,58.51,0.845,41.6,174,58.77,26485.0,79.46,20.69,Likely to fizzle,taylorswift13,10033,8226,"""Hey Austin, you want some water?"" -Scott Swift, 1994 austinswift7 http://t.co/77C3gbEWHO"
3150,16.91,-16.91,21,80.9,8.266,97.81,278,81.14,331612.0,99.88,18.74,Likely to fizzle,ArianaGrande,168044,81784,expressing sexuality in art is not an invitation for disrespect !!! just like wearing a short skirt is not asking for as
3151,16.92,16.92,4,27.7,0.27,10.78,145,36.99,1726.0,23.28,13.71,Likely to fizzle,rihanna,500,613,G4L Mr Prez http://t.co/pfXOoIwH
3152,16.92,16.92,4,27.7,0.27,10.78,147,42.96,8465.0,59.0,16.04,Likely to fizzle,taylorswift13,1971,3247,"Hey!! Follow me on Viddy-- And make one yourself, it's way fun. http://t.co/YJZyvYjM"
3153,16.94,-16.94,7,58.51,1.797,75.45,179,59.98,10441.0,63.23,3.25,Likely to fizzle,TheEllenShow,7203,1619,"2016 is gone, but we did have some fun times. https://t.co/Wb9KIDezpB"
3154,16.94,16.94,19,78.76,1.271,61.82,241,75.32,2835.0,34.84,40.48,Likely to fizzle,jimmyfallon,2175,330,"Tonight: Box of Microphones with @idriselba, @heidiklum is here, &amp; @LukasGraham performs! #FallonTonight"
3155,16.95,16.95,14,71.59,1.088,54.64,215,68.97,154236.0,97.77,28.8,Likely to fizzle,justinbieber,56090,49073,What Do You Mean? @Alanis thank you :) #canadians #14days http://t.co/4Df9ATOP5d
3156,16.95,16.95,14,71.59,1.088,54.64,228,72.53,6322.0,53.28,19.25,Likely to fizzle,TheEllenShow,4700,811,Having a great summer vacation. Picked up a robot hitchhiker near Philly. He wanted to ride on the roof. Then I never sa
3157,16.95,-16.95,4,27.7,0.896,44.65,147,42.96,3158.0,37.63,5.33,Likely to fizzle,BarackObama,2182,488,LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act. https://t.co/7FsQ
3158,16.95,-16.95,4,27.7,0.896,44.65,140,9.41,2161.0,28.21,18.8,Likely to fizzle,shakira,621,770,¡Hoy voy en patines! Shak http://t.co/eYVjLmLf4b
3159,16.95,-16.95,4,27.7,0.896,44.65,140,9.41,2000.0,26.46,17.05,Likely to fizzle,jimmyfallon,1540,230,.@aliciakeys and I have an intense staring contest https://t.co/8EqdrGXTFx #FallonTonight
3160,16.95,-16.95,3,2.17,0.45,19.12,138,3.97,1719.0,23.15,19.18,Likely to fizzle,britneyspears,337,691,Let's vote &amp; keep them BOTH around for next week's semi-finals http://t.co/qlNflIza Pretty please? :) #VoteCarlyAndD
3161,16.96,-16.96,15,73.43,3.466,90.39,247,76.49,26348.0,79.34,2.85,Likely to fizzle,KimKardashian,18964,3692,Just thought of another New Years resolution.I really want to make my moms life easier &amp; be extra nice! She's the be
3162,16.96,16.96,4,27.7,0.269,10.74,141,17.96,4903.0,48.34,30.38,Likely to fizzle,selenagomez,1203,1850,"What an amazing turnout Texas! You are the best, thanks 4 all the love 4 Monte Carlo. I can't wait for you to see it. ht"
3163,16.96,16.96,4,27.7,0.269,10.74,143,27.37,282.0,3.99,23.39,Likely to fizzle,Twitter,192,45,@SenatorReid Thanks for using Twitter to bring people closer to what's happening on the Senate floor. #LoveTwitter https
3164,16.97,16.97,8,60.65,0.88,43.68,186,61.82,35345.0,85.07,23.25,Likely to fizzle,ArianaGrande,17513,8916,Ophelia we match!!!!!!!!!!!! https://t.co/F75c2aACKn
3165,16.97,16.97,6,56.14,0.801,39.17,163,55.41,32172.0,83.27,27.87,Likely to fizzle,ArianaGrande,20032,6070,I love u more  https://t.co/9qb47Jfsoa
3166,16.97,16.97,6,56.14,0.801,39.17,167,56.74,1093.0,13.55,43.19,Likely to fizzle,YouTube,819,137,[LIVE] Watch @deadmau5 rehearse for his new tour. https://t.co/Gp2FPg1LX5 https://t.co/w1CIEbHo5b
3167,17.0,17.0,5,52.97,0.748,35.97,157,53.53,30043.0,81.94,28.41,Likely to fizzle,ArianaGrande,15429,7307,this is the best thing I've ever seen #FocusTonight  https://t.co/6mbzOssIwA
3168,17.0,17.0,5,52.97,0.748,35.97,158,53.85,4350.0,45.76,8.08,Likely to fizzle,TheEllenShow,3366,492,"Charlotte, I hope you’re watching. https://t.co/jzl4s144Sc"
3169,17.02,17.02,4,27.7,0.268,10.68,151,50.7,2038.0,26.87,23.83,Likely to fizzle,KimKardashian,1230,404,#BTS THE MASTER CLASS http://t.co/SkdpTiXPHl http://t.co/3I15wrTVVg
3170,17.02,17.02,4,27.7,0.268,10.68,147,42.96,8409.0,58.9,15.93,Likely to fizzle,taylorswift13,1637,3386,A #wonderstruck cake! http://t.co/mjWQiVSx
3171,17.02,17.02,4,27.7,0.268,10.68,143,27.37,281.0,3.97,23.4,Likely to fizzle,Twitter,167,57,@TheGingerarchy The Joe Biden GIF game is strong. https://t.co/NoSlczW9m2
3172,17.03,-17.03,5,52.97,1.552,70.0,159,54.15,9928.0,62.2,8.05,Likely to fizzle,rihanna,3470,3229,Time to show your Navy pride!! Vote for me in the @iHeartRadio awards! http://t.co/ecbv79VOka #iHeartAwards
3173,17.03,-17.03,4,27.7,0.897,44.73,141,17.96,1222.0,15.6,2.36,Likely to fizzle,instagram,828,197,"The Week on Instagram | 238
https://t.co/t16hdrnPWx https://t.co/oGBeXbHnIC"
3174,17.03,-17.03,4,27.7,0.897,44.73,140,9.41,2164.0,28.26,18.85,Likely to fizzle,shakira,1228,468,Thank you all so much for your @UNICEF #WorldBabyShower gifts &amp; lovely messages. Shak http://t.co/gNr4teW2XM
3175,17.03,-17.03,4,27.7,0.897,44.73,147,42.96,28133.0,80.65,37.68,Likely to fizzle,taylorswift13,14513,6810,"Good night, London... Miss you already. http://t.co/iqketLZuLx"
3176,17.03,-17.03,4,27.7,0.897,44.73,148,47.22,127185.0,96.85,49.62,Likely to fizzle,justinbieber,55273,35956,Honored thank you. #purpose  https://t.co/6zJrp0d0eT
3177,17.03,-17.03,4,27.7,0.897,44.73,148,47.22,127158.0,96.84,49.61,Likely to fizzle,justinbieber,50606,38276,Show me your favorite clips from the #WhatDoYouMean video Watch: https://t.co/fYSyTUSR9K #whipclip http://t.co/KtkNSIk7Z
3178,17.03,-17.03,4,27.7,0.897,44.73,148,47.22,127211.0,96.86,49.63,Likely to fizzle,justinbieber,64171,31520,Dope. Big bro @Usher #NoLimit https://t.co/2N8fExWhTQ #newvideo
3179,17.05,17.05,87,99.84,2.297,82.79,1000,99.54,92163.0,95.13,4.42,Viral potential,ArianaGrande,50687,20738,"once I ... haaaaave you .... i will... never let you, never let you ... go"
3180,17.05,17.05,5,52.97,0.747,35.92,154,52.22,30001.0,81.92,29.7,Likely to fizzle,ArianaGrande,18669,5666,because what else do you sing when you're singin at @tiffanyandco 😌 https://t.co/1oUgrlwBBl
3181,17.05,17.05,5,52.97,0.747,35.92,151,50.7,2634.0,33.18,17.52,Likely to fizzle,BarackObama,1650,492,Make your voice heard on a fair #SCOTUS nomination process—add your name today: https://t.co/kHWdaefQAP #DoYourJob
3182,17.07,-17.07,7,58.51,1.803,75.58,170,57.6,13701.0,68.19,10.59,Likely to fizzle,KimKardashian,7799,2951,KIMOJI x VALENTINE’S DAY https://t.co/WpqN42un34 https://t.co/NvG46393gZ
3183,17.08,-17.08,3,2.17,0.452,19.24,134,1.68,623.0,7.26,5.59,Likely to fizzle,cnnbrk,343,140,Draft-ending former Secretary of Defense Melvin Laird dies. Laird was 94. https://t.co/9pC35UhfSY
3184,17.09,17.09,5,52.97,0.746,35.88,154,52.22,1017.0,12.5,39.71,Likely to fizzle,instagram,773,122,“The space in the back of a yellow cab serves the entire world.” —NYC taxi driver Yaw Addae https://t.co/T6ts4XdTK7
3185,17.09,17.09,4,27.7,0.266,10.61,147,42.96,8332.0,58.68,15.71,Likely to fizzle,taylorswift13,1932,3200,I get sort of crafty when I wrap gifts. Like.. I had to stop when I found myself hot-gluing Christmas figurines o http:/
3186,17.1,-17.1,4,27.7,0.898,44.79,140,9.41,36073.0,85.44,76.03,Likely to fizzle,ArianaGrande,18407,8833,Frankie previewing some of the Focus choreo for y'all...... whatchu think @brilovelife @iamskot… https://t.co/JsmxIV2KXb
3187,17.1,-17.1,4,27.7,0.898,44.79,140,9.41,29277.0,81.46,72.05,Likely to fizzle,ddlovato,12949,8164,BOOTS 💋❤️👠 #demiworldtour https://t.co/tyX7OLILfe
3188,17.12,17.12,4,27.7,0.265,10.58,143,27.37,278.0,3.92,23.45,Likely to fizzle,Twitter,112,83,"Thanks to @freelancewhales for coolest show ever! Ok, you can decide for yourself. Watch the show at http://t.co/JWsswJZ"
3189,17.12,17.12,4,27.7,0.265,10.58,143,27.37,279.0,3.93,23.44,Likely to fizzle,Twitter,101,89,"Arg, broken link in previous Tweet. Here it is in full to see the conversation on this satire: http://t.co/3CJ2Fsz"
3190,17.12,17.12,4,27.7,0.265,10.58,142,23.88,2016.0,26.61,2.74,Likely to fizzle,KimKardashian,1610,203,Did something have to happen?This is the only time in his life he can remain somewhat anon &amp;we're enjoying that   ht
3191,17.14,17.14,39,92.15,1.775,75.01,482,92.54,4807.0,48.01,44.53,Limited spread,jtimberlake,2329,1239,Who's ready to close out this Euro leg of #JT2020Tour with me and @THETNKIDS?!!! LET'S GO LONDON!!!!!!!! http://t.co/qJE
3192,17.15,-17.15,4,27.7,0.899,44.84,145,36.99,5231.0,49.7,12.71,Likely to fizzle,TheEllenShow,3897,667,My audience ain’t the only ones winning my 12 Days of Giveaways. Check out all of the ways YOU can win right here. https
3193,17.15,-17.15,4,27.7,0.899,44.84,143,27.37,943.0,11.43,15.94,Likely to fizzle,Twitter,135,404,To Trend or Not to Trend: http://t.co/tNIBYyv
3194,17.15,-17.15,4,27.7,0.899,44.84,147,42.96,3171.0,37.77,5.19,Likely to fizzle,BarackObama,1699,736,Read President Obama's @NYTimes op-ed on how we all play a part in efforts to help #StopGunViolence in America: https://
3195,17.15,-17.15,4,27.7,0.899,44.84,141,17.96,1225.0,15.65,2.31,Likely to fizzle,instagram,835,195,"“Celebrate every cherished relationship, be better than last year and enjoy life!” #WHPresolutions
https://t.co/sFVZ5jd"
3196,17.15,-17.15,4,27.7,0.899,44.84,144,31.6,1227.0,15.68,15.92,Likely to fizzle,YouTube,915,156,Far out! https://t.co/bGOGN4zo3O https://t.co/BroKsTE2wx
3197,17.16,17.16,22,81.86,1.356,64.7,286,81.95,19431.0,73.97,7.99,Likely to fizzle,katyperry,8795,5318,I don't want there to be any filters between us bb!
3198,17.17,-17.17,5,52.97,1.56,70.14,156,53.15,2129.0,27.87,25.28,Likely to fizzle,YouTube,1627,251,This is your body on winter. https://t.co/J3WYB9oCC9 https://t.co/MKgHvKsw18
3199,17.18,17.18,4,27.7,0.264,10.52,140,9.41,590.0,6.99,2.43,Likely to fizzle,jimmyfallon,312,139,"Last night, @GDeLaurentiis &amp; I lost to @LucyLiu &amp; @ZacharyQuinto in a game of Catch Phrase. Still fun. #oatmeal "
3200,17.18,17.18,4,27.7,0.264,10.52,141,17.96,4812.0,48.04,30.09,Likely to fizzle,selenagomez,656,2078,Deluxe edition of When The Sun Goes Down featuring remixes of LYLALS is available now @iTunesMusic! http://t.co/scBRXGE5
3201,17.19,17.19,17,76.37,1.197,59.18,242,75.53,2670.0,33.56,41.97,Likely to fizzle,jimmyfallon,1906,382,"Tonight: @KellyRipa, @priyankachopra, and music from @bandofhorses! #FallonTonight"
3202,17.2,17.2,15,73.43,1.124,56.23,214,68.69,45087.0,88.88,20.19,Likely to fizzle,ArianaGrande,25175,9956,"finally available in more locations! #frankiebyarianagrande check out 
@ulta_beauty @macys @bonton
@boscovs and @shops"
3203,17.2,17.2,11,66.02,0.971,48.81,219,70.05,1323.0,17.17,52.88,Likely to fizzle,instagram,723,300,“Fatherhood is a miracle and an honor. To be loved and greeted with gratitude from your child for this gift is fulfillin
3204,17.21,-17.21,8,60.65,1.919,77.86,172,58.17,4281.0,45.46,12.71,Likely to fizzle,jimmyfallon,3245,518,"Tonight: @JerrySeinfeld is here, having a Lip Sync Battle with @Sethrogen, @jasonderulo performs, &amp; it's #ThankYouNo"
3205,17.21,-17.21,3,2.17,0.455,19.37,134,1.68,627.0,7.29,5.62,Likely to fizzle,cnnbrk,235,196,"Barrel bomb struck Damascus center used by Syria's White Helmets, a volunteer rescue group, the group says. https://t.co"
3206,17.22,17.22,10,64.28,0.94,47.06,194,63.69,30709.0,82.35,18.66,Likely to fizzle,ddlovato,15977,7366,Go get my lil sis @BeaMiller’s new song!! https://t.co/j46blkPa6h #YESGIRLONITUNES https://t.co/v3iJZJu2H8
3207,17.23,17.23,57,96.58,2.014,79.35,773,97.13,12882.0,67.01,30.12,Has legs,rihanna,2608,5137,#DiamondsWorldTour we just getting started!!!
3208,17.23,-17.23,4,27.7,0.9,44.92,151,50.7,10333.0,62.98,12.28,Likely to fizzle,ladygaga,4571,2881,"Thank u @gma for airing Tony &amp; my performance! My look was inspired by my Grandma, Angelina. See our matching crowns"
3209,17.23,-17.23,4,27.7,0.9,44.92,141,17.96,1227.0,15.68,2.28,Likely to fizzle,instagram,803,212,“Travel can really open up your mind to how others live around the world.” —photojournalist @davillasana https://t.co/ts
3210,17.23,-17.23,4,27.7,0.9,44.92,147,42.96,28220.0,80.71,37.74,Likely to fizzle,taylorswift13,15596,6312,"Dancer Spotlight: @RemiBakkar does the most insane flips and tricks during our show. I'm so lucky to have him. 

http:"
3211,17.23,-17.23,4,27.7,0.9,44.92,140,9.41,2008.0,26.56,17.15,Likely to fizzle,jimmyfallon,1298,355,Have a great night!! @BWilliams &amp; @theroots bring back the slow jam http://t.co/win6EHSSMO #BW10 #FallonTonight
3212,17.24,17.24,11,66.02,0.97,48.77,212,68.15,137585.0,97.19,29.04,Likely to fizzle,justinbieber,65159,36213,My apologies to @colbertlateshow as I won't be able to make it to nyc tomorrow for the show. I look forward to making it
3213,17.24,17.24,5,52.97,0.744,35.73,159,54.15,29863.0,81.81,27.66,Likely to fizzle,ArianaGrande,17361,6251,love u babe https://t.co/ky6kPtB0Tc
3214,17.24,17.24,5,52.97,0.744,35.73,159,54.15,10669.0,63.69,9.54,Likely to fizzle,katyperry,6649,2010,5 minute time out for sure  https://t.co/28HApNqB4i
3215,17.25,-17.25,21,80.9,8.932,98.15,271,80.24,24189.0,77.72,2.52,Likely to fizzle,jtimberlake,14391,4899,"Jokes, you guys... Jokes. 

#chill"
3216,17.25,17.25,12,67.85,1.006,50.6,190,62.84,2421.0,31.03,31.81,Likely to fizzle,shakira,1389,516,Gracias @MariaCeleste por la entrevista. Es un placer hablar contigo y verte. Gracias por estar cerca. Shak
3217,17.26,17.26,38,91.72,1.748,74.46,449,91.56,25049.0,78.43,13.13,Limited spread,katyperry,12371,6339,ONE MORE SHOW 👊 🇬🇧
3218,17.28,17.28,18,77.61,1.227,60.33,252,77.32,2737.0,34.13,43.19,Likely to fizzle,jimmyfallon,2093,322,"Fun show tonight! @SJP, @GilmoreGirls' @scottGPatterson @liza_weil &amp; @seangunn, plus Frank Pellegrino Jr! #FallonTon"
3219,17.28,17.28,4,27.7,0.262,10.42,143,27.37,275.0,3.89,23.48,Likely to fizzle,Twitter,67,104,Twitter acquires GeoAPI—location awareness to get awesome-er! http://bit.ly/4Cyiu0
3220,17.29,17.29,23,82.64,1.378,65.36,292,82.59,5258.0,49.85,32.74,Likely to fizzle,britneyspears,1698,1780,Headed back to the states… sad my visit was so short London! Hoping I'll be able to visit again soon XO
3221,17.29,17.29,15,73.43,1.122,56.15,229,72.77,3038.0,36.57,36.19,Likely to fizzle,jtimberlake,154,1442,My deepest gratitude to the men & women who provide us with the protection & freedoms we have. Everyone please honor our
3222,17.29,17.29,12,67.85,1.005,50.56,196,64.14,40317.0,87.31,23.17,Likely to fizzle,ArianaGrande,18969,10674,"happy birthday nonna 💜 you beautiful, tough cookie 🎂 https://t.co/SBfo6NLOL0"
3223,17.3,-17.3,4,27.7,0.901,45.0,144,31.6,29379.0,81.48,49.87,Likely to fizzle,ddlovato,12491,8444,"You can now dance to #CoolForTheSummer on @justdancegame 2016!!! Watch more here: https://t.co/h3IAhaIsKf
https://t.co/"
3224,17.3,-17.3,4,27.7,0.901,45.0,140,9.41,36188.0,85.48,76.07,Likely to fizzle,ArianaGrande,18982,8603,still the best video ever. vocals by Ophelia. missing my baby back at home and hoping she feels all… https://t.co/Mj9nCB
3225,17.3,-17.3,4,27.7,0.901,45.0,140,9.41,2173.0,28.37,18.96,Likely to fizzle,shakira,1163,505,Mother’s day is coming up! Celebrate this very special day with Elixir by Shakira...http://t.co/og0ZUbsD0g ShakiraHQ htt
3226,17.3,-17.3,4,27.7,0.901,45.0,141,17.96,1228.0,15.7,2.26,Likely to fizzle,instagram,890,169,A natural playground in the Scottish Highlands #TheWeekOnInstagram https://t.co/dIqboEMr6h
3227,17.31,-17.31,9,62.57,2.049,79.88,194,63.69,37374.0,85.97,22.28,Likely to fizzle,selenagomez,16348,10513,On set... Still NOT shooting. So what else to do than try and guess the song?! 😂😂😂 http://t.co/9i9zLpdn28
3228,17.33,17.33,16,75.01,1.159,57.68,225,71.65,4425.0,46.09,25.56,Likely to fizzle,britneyspears,1883,1271,Dance rehearsal is a spiritual time for me. It's therapeutic really. #IAmBritneyJean
3229,17.34,-17.34,11,66.02,2.356,83.36,214,68.69,42961.0,88.27,19.58,Likely to fizzle,selenagomez,18137,12412,Australia....You Ready?!! #StarsDance http://t.co/dlaYkY6U8N http://t.co/uPunB1ZeY5
3230,17.35,17.35,17,76.37,1.193,59.03,245,76.18,6929.0,54.84,21.35,Likely to fizzle,TheEllenShow,5187,871,"Hello, Vegas! I don’t know if you’re on the Strip tomorrow, but if you’re in front of Caesars Palace at 2pm, you’re gonn"
3231,17.37,-17.37,4,27.7,0.902,45.06,140,9.41,36225.0,85.5,76.09,Likely to fizzle,ArianaGrande,21787,7219,"honored to be performing a song that means so much to me, Jason's Song on Fallon tonight with… https://t.co/Gmqz5wobtF"
3232,17.37,-17.37,4,27.7,0.902,45.06,141,17.96,1230.0,15.75,2.21,Likely to fizzle,instagram,914,158,Stand up and stand out! #HappyDances https://t.co/025BlY9i0q
3233,17.37,-17.37,4,27.7,0.902,45.06,145,36.99,5246.0,49.79,12.8,Likely to fizzle,TheEllenShow,4190,528,At least now you’ll be able to tell them apart. https://t.co/ztiLScUVBl
3234,17.39,17.39,6,56.14,0.795,38.75,164,55.74,11405.0,64.91,9.17,Likely to fizzle,katyperry,5615,2895,BE PREPARED FOR ALL OCCASIONS🚀 http://t.co/qXz4wnr1Bq
3235,17.4,-17.4,20,79.88,7.432,97.28,271,80.24,20126.0,74.68,5.56,Likely to fizzle,jtimberlake,8564,5781,Pray for those families who lost loved ones AND the people senseless enough to commit this travesty. #JeSuisCharlie
3236,17.4,17.4,4,27.7,0.259,10.3,145,36.99,1504.0,20.03,16.96,Likely to fizzle,TheEllenShow,1078,213,"If you love playing Epic or Fail as much as I do, check out the first episode of the Epic or Fail show on @ellentube htt"
3237,17.4,17.4,4,27.7,0.259,10.3,141,17.96,4730.0,47.62,29.66,Likely to fizzle,selenagomez,1108,1811,Thanks for everyone who showed up tonight. Y'all had some great questions. http://t.co/A3o92hn
3238,17.43,-17.43,4,27.7,0.903,45.12,145,36.99,5249.0,49.81,12.83,Likely to fizzle,TheEllenShow,3965,642,New York Premiere tapes tomorrow. #EllenInNYC #BGxED http://t.co/v664KPTFWp
