rank,rank_error,signed_error,score,score_pct,rel_amp,actual_rel_amp_pct,reach_median,reach_median_pct,engagement,engagement_pct,reach_vs_eng_error,verdict,author,likes,retweets,tweet
242,1.21,-1.21,4,27.7,0.632,28.9,143,27.37,663.0,7.65,19.72,Likely to fizzle,Twitter,143,260,We've revamped our Ads Center: http://t.co/YhOWR4ldnW Better reporting tools and real-time management. via @TwitterAds
243,1.21,-1.21,4,27.7,0.632,28.9,145,36.99,3674.0,41.5,4.52,Likely to fizzle,TheEllenShow,3134,270,My baby girl @AmySchumer wrote a book. “The Girl with the Lower Back Tattoo.” Get it here. https://t.co/7RUk6sCOxq
244,1.21,-1.21,4,27.7,0.632,28.9,144,31.6,4042.0,43.92,12.32,Likely to fizzle,rihanna,1056,1493,Thuggin http://t.co/KZQg5yvazl
245,1.21,1.21,4,27.7,0.591,26.49,145,36.99,3440.0,39.82,2.83,Likely to fizzle,TheEllenShow,2566,437,Naked Chef Franco showed me his tacu tacus. https://t.co/BzyXaFmdUH https://t.co/TGSlYSaZYC
246,1.21,1.21,4,27.7,0.591,26.49,147,42.96,2083.0,27.3,15.66,Likely to fizzle,BarackObama,937,573,President Obama sits down with @BET tonight at 6 p.m. ET. Watch a preview here: http://t.co/YFpIiUgHkz
247,1.21,1.21,4,27.7,0.591,26.49,140,9.41,1602.0,21.54,12.13,Likely to fizzle,jtimberlake,496,553,"Right on, right on @joshgad  http://t.co/AEyou7mNAQ"
248,1.22,1.22,44,93.63,4.028,92.41,521,93.37,73452.0,93.59,0.22,Limited spread,selenagomez,29774,21839,My heart is over whelmed with the love of I Want You To Know!!! 💙💙💙💙💙💙
249,1.23,-1.23,14,71.59,1.671,72.81,232,73.54,54383.0,90.9,17.36,Likely to fizzle,ddlovato,26915,13734,Damn I gotta quit sayin shit. Bye Twitter 🖕🏻👍🏼😂
250,1.23,-1.23,13,69.69,1.593,70.92,231,73.26,225885.0,99.24,25.98,Likely to fizzle,justinbieber,78329,73778,It's all about the music :)
251,1.23,-1.23,11,66.02,1.444,67.24,217,69.55,20690.0,75.09,5.54,Likely to fizzle,katyperry,10260,5215,"Planning for 2015, now, is anxiety inducing. 😣"
252,1.23,1.23,12,67.85,1.423,66.62,216,69.26,201848.0,98.8,29.54,Likely to fizzle,justinbieber,79574,61137,Thank u Italy
253,1.25,1.25,31,88.36,2.835,87.11,364,88.14,92274.0,95.15,7.01,Limited spread,ddlovato,36204,28035,I'm learning so much every day by this new chapter in my life. I'm no longer the victim. I am the survivor.
254,1.25,-1.25,6,56.14,1.152,57.38,164,55.74,2570.0,32.41,23.33,Likely to fizzle,jimmyfallon,1982,294,My friend would bring Michelob Ultra to bars and tell girls he has to drink it because he's a minor league baseball play
255,1.25,1.25,4,27.7,0.59,26.45,144,31.6,3776.0,42.26,10.66,Likely to fizzle,rihanna,1070,1353,Then X Now http://t.co/uJ1ydMP5i1
256,1.25,1.25,4,27.7,0.59,26.45,141,17.96,804.0,9.3,8.66,Likely to fizzle,instagram,582,111,"When @JonnaJinton calls, the cattle come running https://t.co/34ZXGuqPuX"
257,1.26,-1.26,4,27.7,0.633,28.96,141,17.96,863.0,10.03,7.93,Likely to fizzle,instagram,591,136,Watch the magic that is the #MetGala. On Explore now! https://t.co/Dr78MtNX1Z
258,1.26,-1.26,4,27.7,0.633,28.96,145,36.99,7269.0,55.76,18.77,Likely to fizzle,ladygaga,3225,2022,"Just left Stern Show, now sleepy time till the Colbert Report tonight! http://t.co/uVtPdQlLMo"
259,1.27,1.27,6,56.14,1.094,54.87,160,54.47,6995.0,54.98,0.51,Likely to fizzle,rihanna,1767,2614,Y'all don't know how much I love this http://t.co/wn1QGmF03t
260,1.28,1.28,12,67.85,1.422,66.57,214,68.69,201671.0,98.79,30.1,Likely to fizzle,justinbieber,71831,64920,Milan. Mtv #emas today
261,1.28,1.28,4,27.7,0.589,26.42,140,9.41,1315.0,17.08,7.67,Likely to fizzle,jimmyfallon,961,177,"“@AnthonyWEHM @jimmyfallon @innersleeve1 @recordstoreday @WEHMRADIO"" Thanks for the great vinyl! http://t.co/hQO0Pl6PLn"
262,1.3,1.3,26,84.88,2.376,83.58,316,84.84,2492.0,31.6,53.24,Limited spread,Twitter,242,1125,We've been building something new! Come see: fly.twitter.com #letsfly
263,1.3,1.3,20,79.88,1.964,78.59,269,79.93,78811.0,94.15,14.22,Likely to fizzle,ArianaGrande,41459,18676,"that meet n greet lifted my spirit so much. thank you my babies for your love, humor and kindness always. I dunno what I"
264,1.32,1.32,15,73.43,1.64,72.11,235,74.21,1720.0,23.18,51.04,Likely to fizzle,Twitter,806,457,Twitter is expanding to 6 more languages. Here's how to get involved w/ our @translator team: https://t.co/jjolbjapBX ht
265,1.32,-1.32,4,27.7,0.634,29.01,145,36.99,3688.0,41.62,4.64,Likely to fizzle,TheEllenShow,2398,645,Joaquin Phoenix is part of a documentary with an important message about humanity. I'm happy to be a part of it too. htt
266,1.32,-1.32,4,27.7,0.634,29.01,145,36.99,7277.0,55.81,18.82,Likely to fizzle,ladygaga,3165,2056,"Stephen, Me, and Carine. Carine and I both wearing young French designer Alexandre Vaultier. Beautiful… http://t.co/98Vx"
267,1.32,1.32,4,27.7,0.588,26.38,147,42.96,2072.0,27.19,15.77,Likely to fizzle,BarackObama,1156,458,"President Obama sat down with @voxdotcom to discuss health care, the economy, and America's position in the world: http:"
268,1.33,1.33,7,58.51,1.147,57.18,181,60.55,8722.0,59.6,0.96,Likely to fizzle,KimKardashian,6130,1296,#BTS KENDALL’S BIRTHDAY PARTY https://t.co/dUlHF4Pkpb https://t.co/dkKCJLfGKq
269,1.35,1.35,20,79.88,1.961,78.53,266,79.6,7486.0,56.57,23.04,Likely to fizzle,britneyspears,3778,1854,Tonight's the night! #PieceOfMe is back and I can't wait to see everybody!
270,1.35,1.35,14,71.59,1.565,70.24,227,72.24,3490.0,40.11,32.13,Likely to fizzle,jimmyfallon,2608,441,Okay - Don Rickles is trending. This is a fun moment. #DonRickles
271,1.35,1.35,5,52.97,1.026,51.63,164,55.74,41143.0,87.63,31.89,Likely to fizzle,ArianaGrande,20679,10232,Just posted a photo https://t.co/NsRbqzX7Qw
272,1.37,1.37,4,27.7,0.587,26.33,147,42.96,2068.0,27.15,15.82,Likely to fizzle,BarackObama,1138,465,"The more U.S. goods sold abroad, the more higher-paying jobs are supported at home—another reason to #LeadOnTrade: http:"
273,1.37,1.37,4,27.7,0.587,26.33,147,42.96,2070.0,27.18,15.79,Likely to fizzle,BarackObama,940,565,"Before Obamacare, finding coverage was nearly impossible for Rick: http://t.co/pRIJo4Ykwf #ThisIsWhy http://t.co/QFOIbZN"
274,1.38,1.38,9,62.57,1.251,61.19,180,60.27,14355.0,69.04,8.77,Likely to fizzle,ladygaga,6193,4081,This was a highlight! @Haus_of_savelo: ASIA DOING PUSH UPS WITH GAGA JUST PURE LOVE💕 #artRaveLIVESTREAM @ladygaga http:/
275,1.38,1.38,9,62.57,1.251,61.19,179,59.98,1708.0,23.04,36.94,Likely to fizzle,YouTube,1198,255,"Look. If you had mom’s spaghetti, would you capture it … or just let it slip? https://t.co/3yZJ49lClm… https://t.co/l4RK"
276,1.38,-1.38,4,27.7,0.635,29.07,151,50.7,865.0,10.07,40.63,Likely to fizzle,instagram,663,101,.@egoshooter87 is making room on the #RunwayForAll https://t.co/oQ61J3vtW4
277,1.38,-1.38,4,27.7,0.635,29.07,147,42.96,2238.0,29.05,13.91,Likely to fizzle,BarackObama,1250,494,The economy is still improving—but there's more work to do. Read more about the latest jobs report: http://t.co/0Xn8GMXL
278,1.38,-1.38,4,27.7,0.635,29.07,141,17.96,866.0,10.09,7.87,Likely to fizzle,instagram,640,113,Capturing shape and weight with @sharrisonart #FashionIllustrated https://t.co/gUvbb3gscD
279,1.38,-1.38,4,27.7,0.635,29.07,141,17.96,865.0,10.07,7.89,Likely to fizzle,instagram,597,134,Awesome food art alert: the #AvocadoRose 🌹 (via @hellogiggles) https://t.co/ZjRsCyAn2R
280,1.38,-1.38,4,27.7,0.635,29.07,140,9.41,1533.0,20.47,11.06,Likely to fizzle,shakira,413,560,"FOTO: Celebrando los 81 añitos de mi papa con la mamma y la tía María Alícia. Shak
 http://t.co/4oWFDfuv"
281,1.41,1.41,4,27.7,0.586,26.29,145,36.99,6727.0,54.37,17.38,Likely to fizzle,ladygaga,2857,1935,Jazz Punk In my Gypsy Trunk #CheekToCheek http://t.co/OxPS9feNSM
282,1.41,1.41,4,27.7,0.586,26.29,145,36.99,3408.0,39.54,2.56,Likely to fizzle,TheEllenShow,2642,383,.@JustinHartley helped me raise money for breast cancer research. Rachel McAdams was there. His shirt was not.… https://
283,1.41,1.41,4,27.7,0.586,26.29,149,49.12,3414.0,39.63,9.49,Likely to fizzle,TheEllenShow,2358,528,Guess who’s here today. @Millerlite40 https://t.co/kJlgbaaPrp
284,1.44,-1.44,4,27.7,0.636,29.14,144,31.6,4071.0,44.08,12.48,Likely to fizzle,rihanna,1177,1447,Hazy #aftershow #backstagelife #DWT http://t.co/VvLtGH6guR
285,1.44,-1.44,4,27.7,0.636,29.14,140,9.41,20734.0,75.12,65.71,Likely to fizzle,ddlovato,11964,4385,".@banamex Pre-sale starts NOW Mexico!! 
https://t.co/Xr7KL2oqsO
https://t.co/pUG3SAbCmQ
https://t.co/V8CgTR7Hkg https"
286,1.45,-1.45,37,91.31,4.148,92.75,476,92.33,75642.0,93.77,1.44,Limited spread,selenagomez,30598,22522,I'm sorry but did you see my last post? My fans care about others in a manner I can't even begin to explain. Proud. Let'
287,1.45,1.45,45,93.89,4.035,92.44,473,92.24,126374.0,96.75,4.51,Limited spread,taylorswift13,28510,48932,...'til you put me down.
288,1.46,1.46,4,27.7,0.585,26.24,140,9.41,1411.0,18.59,9.18,Likely to fizzle,shakira,307,552,See Shak at yesterday's S by Shakira launch / Fotos de Shak en el lanzamiento de S by Shakira ayer en Paris. http://t.co
289,1.46,1.46,4,27.7,0.585,26.24,140,9.41,1411.0,18.59,9.18,Likely to fizzle,shakira,789,311,LIVE on #Periscope: #LoveRocks launch party  https://t.co/5i2L8yOAlO
290,1.46,1.46,4,27.7,0.585,26.24,145,36.99,6721.0,54.32,17.33,Likely to fizzle,ladygaga,3111,1805,"Rehearsal's over it's showtime baby! Love, The Rivington Rebels 💋🎺🌹Its jazz time in Vegas! http://t.co/c6kTE2mAv7"
291,1.46,1.46,4,27.7,0.585,26.24,139,4.58,807.0,9.34,4.76,Likely to fizzle,cnnbrk,295,256,Multi-vehicle crashes plague icy roads as frigid air sweeps the US. https://t.co/J7DU5eLMQ4
292,1.49,-1.49,16,75.01,1.852,76.49,241,75.32,26548.0,79.48,4.16,Likely to fizzle,katyperry,11472,7538,✌️🌍✌️
293,1.49,-1.49,13,69.69,1.603,71.18,200,65.18,3576.0,40.78,24.4,Likely to fizzle,jimmyfallon,2854,361,Thanks for the grammar scolding.
294,1.5,1.5,14,71.59,1.558,70.09,243,75.76,28417.0,80.84,5.08,Likely to fizzle,selenagomez,6885,10766,"Had to vent, sorry lol"
295,1.51,-1.51,4,27.7,0.637,29.21,144,31.6,4074.0,44.11,12.51,Likely to fizzle,rihanna,1474,1300,Anti ba$ic recipe!! #BajanHalloween #BIM #Barbados #Heauxm http://t.co/M7vDc7wQCx
296,1.51,-1.51,4,27.7,0.637,29.21,141,17.96,869.0,10.12,7.84,Likely to fizzle,instagram,637,116,Check out our story from the @CFBPlayoff with @ClemsonFB vs @AlabamaFTBL. 🐯🐘 https://t.co/wvW5S0aoMr
297,1.51,-1.51,4,27.7,0.637,29.21,144,31.6,4075.0,44.12,12.52,Likely to fizzle,rihanna,1119,1478,She. X The guys. #MiamiNights http://t.co/q5g4Ml6bnA
298,1.51,-1.51,4,27.7,0.637,29.21,145,36.99,4078.0,44.15,7.16,Likely to fizzle,rihanna,1534,1272,I loooove this!! #RiRiheartsMACHoliday http://t.co/02gUfWr4c7 http://t.co/IPlKTEAbDf
299,1.51,-1.51,4,27.7,0.637,29.21,141,17.96,11632.0,65.25,47.29,Likely to fizzle,selenagomez,4272,3680,@felicityhuffman Bill and @benkweller Variety here we come!! http://t.co/dYVWNdBeHa
300,1.52,1.52,4,27.7,0.584,26.18,140,9.41,1581.0,21.25,11.84,Likely to fizzle,jtimberlake,893,344,LAST #Finderskeepers before the #JT2020 show starts... So of course it's here in #PORTLAND!! Come and… http://t.co/Xdrxw
301,1.52,1.52,4,27.7,0.584,26.18,140,9.41,1410.0,18.55,9.14,Likely to fizzle,shakira,542,434,Shak spoke to @BBCR1's @scott_mills about #CantRememberToForgetYou - hear the interview (after 43 min) at http://t.co/g6
302,1.52,1.52,4,27.7,0.584,26.18,147,42.96,18310.0,73.05,30.08,Likely to fizzle,taylorswift13,5422,6444,"Again With The Posture. Meredith laying around, being a cat. http://t.co/COdH3QbI"
303,1.53,1.53,22,81.86,2.085,80.34,291,82.47,29880.0,81.83,0.65,Likely to fizzle,katyperry,14130,7875,Food so good it makes you shake ur leg🍗
304,1.57,1.57,35,90.41,3.108,88.84,415,90.34,23627.0,77.24,13.11,Limited spread,KimKardashian,10099,6764,😂😂😂 @ddlovato dammnnnnn Regina!!!!!
305,1.57,-1.57,16,75.01,1.855,76.58,243,75.76,6537.0,53.83,21.93,Likely to fizzle,BarackObama,3081,1728,"""Let's roll up our sleeves, work together, and try to get something done."" —President Obama"
306,1.58,1.58,53,95.79,4.782,94.22,664,95.84,87207.0,94.82,1.02,Has legs,selenagomez,44023,21592,I can't believe it's finally here.. see you tonight at the @RevivalTour!! 🎉
307,1.58,-1.58,13,69.69,1.605,71.27,217,69.55,3581.0,40.82,28.73,Likely to fizzle,jimmyfallon,2089,746,.@U2 and I duet for Desire at MSG. http://t.co/t6kKrEaaAc
308,1.59,-1.59,22,81.86,2.366,83.45,283,81.71,3230.0,38.32,43.39,Likely to fizzle,YouTube,2228,501,Which new emoji will you use most? https://t.co/JnClUHL6g7 https://t.co/00MJpUu6OH
309,1.59,-1.59,9,62.57,1.34,64.16,180,60.27,2990.0,36.21,24.05,Likely to fizzle,jimmyfallon,2252,369,"Hashtag game! Tweet out a weird, funny, or stupid argument you or a friend has gotten into &amp; tag with #MyDumbArgumen"
310,1.6,1.6,12,67.85,1.411,66.25,208,67.17,45921.0,89.06,21.89,Likely to fizzle,ddlovato,22125,11898,I'LL BE DIDDY YOU BE NAOMI WAAAAAHH OOOHHHHH #CAKEBYTHEOCEAN 🍰🍰🍰 https://t.co/er9rAQ34Kc https://t.co/YcS94iZent
311,1.6,-1.6,4,27.7,0.638,29.3,141,17.96,11649.0,65.31,47.35,Likely to fizzle,selenagomez,1931,4859,Amazing job @therealgrimmie http://t.co/iYRpCUIK #ripwhitney
312,1.6,-1.6,4,27.7,0.638,29.3,147,42.96,2250.0,29.15,13.81,Likely to fizzle,BarackObama,1446,402,Start the new year off the right way and #GetCovered now: https://t.co/RmWOZyd6UQ https://t.co/d6O8TLuspK
313,1.6,-1.6,4,27.7,0.638,29.3,140,9.41,1541.0,20.66,11.25,Likely to fizzle,shakira,429,556,El vídeo de #GetItStarted ya está disponible en iTunes (exceptuando Reino Unido) http://t.co/so98UzIJ ShakHQ http://t.co
314,1.6,-1.6,4,27.7,0.638,29.3,144,31.6,871.0,10.16,21.45,Likely to fizzle,YouTube,597,137,"If you were a hummingbird, you’d probably be swiping right. 

How hummingbirds flirt → https://t.co/VhaSTNaZKh https:/"
315,1.6,-1.6,4,27.7,0.638,29.3,145,36.99,7323.0,55.96,18.97,Likely to fizzle,ladygaga,3321,2001,"Rehearsal's over it's showtime baby! Love, The Rivington Rebels 💋🎺🌹Its jazz time in Vegas! http://t.co/a3UwLxj9Cv"
316,1.6,1.6,4,27.7,0.583,26.1,140,9.41,1301.0,16.84,7.43,Likely to fizzle,jimmyfallon,881,210,We hired a scientist to find out exactly what is in Will Forte's (@OrvilleIV) beard https://t.co/MXXHynPJOR #FallonTonig
317,1.6,1.6,4,27.7,0.583,26.1,147,42.96,2056.0,27.1,15.86,Likely to fizzle,BarackObama,946,555,Watch the weekly address: President Obama discusses the measures taken to respond to Ebola at home and abroad. http://t.
318,1.6,1.6,4,27.7,0.583,26.1,148,47.22,82721.0,94.44,47.21,Likely to fizzle,justinbieber,32315,25203,Every morning https://t.co/T554q3Y6ld
319,1.6,1.6,4,27.7,0.583,26.1,152,51.19,795.0,9.22,41.97,Likely to fizzle,instagram,555,120,"“#MyStory is about imagination, agility and love.” —GIMICO
https://t.co/Ebh9kLMqMu"
320,1.62,-1.62,8,60.65,1.283,62.27,186,61.82,4523.0,46.52,15.29,Likely to fizzle,BarackObama,3163,680,Take what matters with you. https://t.co/E0hXWSu1q3 https://t.co/KJJdkE8DML
321,1.63,1.63,9,62.57,1.244,60.94,187,62.09,49923.0,89.92,27.83,Likely to fizzle,ArianaGrande,25541,12191,something special for y'all tonight #8daystilDangerousWoman
322,1.64,-1.64,6,56.14,1.162,57.78,170,57.6,8830.0,59.8,2.21,Likely to fizzle,KimKardashian,7302,764,Happy Birthday the chicest man I know! @riccardotisci17 xoxoxo https://t.co/gj3lMkXntN
323,1.64,-1.64,6,56.14,1.162,57.78,166,56.38,7428.0,56.38,0.0,Likely to fizzle,rihanna,2836,2296,2 more minutes until #CantRemembertoForgetYou!! @OnAirWithRyan @RyanSeacrest http://t.co/HRJP6Q0eKY
324,1.65,1.65,31,88.36,2.784,86.71,368,88.37,39904.0,87.08,1.29,Limited spread,katyperry,19578,10163,"While I'm at it I have a couple things I'd like to get off my-oh, she's motioning for the phone back. Gotta go!! -JM"
325,1.65,-1.65,15,73.43,1.779,75.08,239,74.91,57895.0,91.58,16.67,Likely to fizzle,ddlovato,32685,12605,Recordin a doooopppee ass song today.. Can't wait for y'all to hear it...
326,1.65,-1.65,13,69.69,1.609,71.34,229,72.77,2191.0,28.58,44.19,Likely to fizzle,instagram,1581,305,¡Felices Fiestas! Descubre voces sorprendentes de la comunidad de habla hispana en Instagram. ¡Sigue a @InstagramES en T
327,1.67,1.67,4,27.7,0.582,26.03,144,31.6,794.0,9.2,22.4,Likely to fizzle,YouTube,604,95,"Meet Kadiatu Kamara, the only woman surfer in Sierra Leone. https://t.co/Hwb98ZveUY https://t.co/vUVrTR5KBU"
328,1.67,1.67,4,27.7,0.582,26.03,145,36.99,6682.0,54.21,17.22,Likely to fizzle,ladygaga,2842,1920,"""Tony Bennett talks Lady Gaga and Secret to his success"": http://t.co/2X1mrdc8it"
329,1.67,1.67,4,27.7,0.582,26.03,140,9.41,1300.0,16.81,7.4,Likely to fizzle,jimmyfallon,840,230,Charles Barkley and I play Charades against @mcgregor_ewan and @jefftweedy http://t.co/p1vtd9Omlx #FallonTonight
330,1.69,-1.69,14,71.59,1.69,73.28,239,74.91,12844.0,66.95,7.96,Likely to fizzle,KimKardashian,10252,1296,Sorry North was face timing me so the live stream cut off. I'm gonna live stream again now
331,1.69,1.69,7,58.51,1.137,56.82,174,58.77,16291.0,71.2,12.43,Likely to fizzle,katyperry,7435,4428,GUYS. BIRTHDAY VIDEO. IS ON ITUNES. http://t.co/dTBLXzepXy LET'S FREAK EVERYONE OUT AND MAKE IT THE #1 VIDEO. 😻💪🎂
332,1.69,-1.69,4,27.7,0.639,29.39,141,17.96,871.0,10.16,7.8,Likely to fizzle,instagram,637,117,"A blinding blue light, and more questions than answers #WHPsupernatural https://t.co/gUej594lq7"
333,1.69,-1.69,4,27.7,0.639,29.39,145,36.99,7330.0,56.02,19.03,Likely to fizzle,ladygaga,3222,2054,#AnotherOneBitesTheDust http://t.co/OlSpo4jBls
334,1.72,-1.72,12,67.85,1.538,69.57,201,65.41,61687.0,92.13,26.72,Likely to fizzle,ArianaGrande,27701,16993,full moon manifestations
335,1.74,1.74,59,97.03,5.365,95.29,693,96.15,174579.0,98.35,2.2,Has legs,ddlovato,72271,51154,#7YearsOfCampRock... How incredible. 7 years since my life changed and my dreams came true. I love you all so much.. We 
336,1.74,1.74,18,77.61,1.818,75.88,256,78.01,257818.0,99.53,21.52,Likely to fizzle,justinbieber,100684,78567,So last night....
337,1.74,1.74,12,67.85,1.404,66.11,202,65.62,1916.0,25.46,40.16,Likely to fizzle,YouTube,1358,279,Is this creepy or calming? https://t.co/JZ0jyTiZXw https://t.co/gRfMwAAXpm
338,1.76,1.76,54,95.99,4.794,94.24,702,96.25,150146.0,97.63,1.38,Has legs,taylorswift13,48518,50814,I love you guys so much.
339,1.76,-1.76,29,87.13,3.113,88.88,369,88.43,18084.0,72.82,15.61,Limited spread,TheEllenShow,11720,3182,Did you get your tree yet? https://t.co/Y3TbQUWMzk
340,1.76,1.76,7,58.51,1.135,56.75,184,61.32,4002.0,43.65,17.67,Likely to fizzle,BarackObama,1912,1045,"""We gotta make sure boys and girls in those communities are loved and cherished and nurtured and invested in."" —Presiden"
341,1.76,-1.76,5,52.97,1.09,54.73,153,51.67,15627.0,70.56,18.89,Likely to fizzle,katyperry,5919,4854,Just finished rehearsals in my #ROAR Industries sweats... Gonna grab a meditate to get in the zone!!! http://t.co/nQE6LU
342,1.76,1.76,6,56.14,1.081,54.38,168,57.03,1472.0,19.47,37.56,Likely to fizzle,instagram,1094,189,Who's hungry? @symmetry_fast makes a meal twice as nice in today's story. Tap on our profile pic on Instagram! https://t
343,1.76,-1.76,4,27.7,0.64,29.45,144,31.6,873.0,10.21,21.4,Likely to fizzle,YouTube,677,98,"Yo, french fries rap! https://t.co/THdY6VgRH7 https://t.co/IdmEgvpSdN"
344,1.76,-1.76,4,27.7,0.64,29.45,145,36.99,3723.0,41.85,4.87,Likely to fizzle,TheEllenShow,2917,403,"It’s #TeacherAppreciationWeek! So, I thought I’d appreciate these teachers with fifty thousand dollars. https://t.co/Y80"
345,1.77,1.77,4,27.7,0.581,25.93,147,42.96,18230.0,72.96,29.99,Likely to fizzle,taylorswift13,8080,5075,"So hey, let's be friends! 

http://t.co/JhUZG7ADJ4
#TS1989 
#taylurking http://t.co/Pel7esTksd"
346,1.77,1.77,4,27.7,0.581,25.93,144,31.6,3719.0,41.83,10.23,Likely to fizzle,rihanna,1001,1359,Me and Mama Fenty doing some bday damage! She's radical man! #phuckyobirthday http://t.co/FydiLrgrmY
347,1.77,1.77,4,27.7,0.581,25.93,147,42.96,792.0,9.18,33.78,Likely to fizzle,instagram,570,111,An ordinary hand turned out-of-this-world creature for #WHPsupernatural https://t.co/AgavFIVHhX
348,1.77,1.77,4,27.7,0.581,25.93,147,42.96,18216.0,72.93,29.96,Likely to fizzle,taylorswift13,4384,6916,"Being the girl sitting alone in the cafe, taking a picture of her latte. If that's a thing. http://t.co/0ULBjHj2"
349,1.77,1.77,4,27.7,0.581,25.93,140,9.41,1401.0,18.37,8.96,Likely to fizzle,shakira,595,403,!Pueden ganar un video chat con Shak! Etiqueten #CantRememberToForgetYou en @Shazam. El app: http://t.co/95gN7rlOKo Shak
350,1.77,1.77,4,27.7,0.581,25.93,144,31.6,3718.0,41.81,10.21,Likely to fizzle,rihanna,1778,970,@ellemagazine ..... #DECEMBERissue http://t.co/covSfKl6CS
351,1.78,-1.78,38,91.72,4.428,93.5,477,92.38,11992.0,65.85,26.54,Limited spread,jtimberlake,6476,2758,Hope everybody had a great Valentine's Day... I spent mine with the good people of Toronto and we LOVED IT! @THETNKIDS
352,1.78,1.78,13,69.69,1.474,67.91,231,73.26,209063.0,98.96,25.7,Likely to fizzle,justinbieber,72809,68127,It's all about the music :)
353,1.8,1.8,22,81.86,2.059,80.06,288,82.17,82621.0,94.42,12.25,Likely to fizzle,ArianaGrande,37177,22722,y'all are............ my favorite
354,1.81,-1.81,35,90.41,3.967,92.22,416,90.39,23048.0,76.89,13.5,Limited spread,TheEllenShow,12042,5503,".@kendricklamar, you are brilliant. #GRAMMYs"
355,1.81,1.81,11,66.02,1.341,64.21,209,67.44,53790.0,90.76,23.32,Likely to fizzle,ArianaGrande,25394,14198,head over diors 💭
356,1.81,-1.81,4,27.7,0.641,29.5,143,27.37,672.0,7.72,19.65,Likely to fizzle,Twitter,108,282,GOP #IowaDebate tonight! Are the candidates really answering the questions? Tweet candidate name + #answer or #dodge. ht
357,1.81,-1.81,4,27.7,0.641,29.5,141,17.96,874.0,10.25,7.71,Likely to fizzle,instagram,652,111,Bridging the gap with photographer @kononekome 📸 https://t.co/Sa0sIp6aez
358,1.81,-1.81,4,27.7,0.641,29.5,140,9.41,1432.0,18.86,9.45,Likely to fizzle,jimmyfallon,928,252,Go to the comments section on Ew!Tube and list 3 things that you think are Ew! http://t.co/AtI7mr3Z43 #BillboardHot100
359,1.81,-1.81,4,27.7,0.641,29.5,140,9.41,1430.0,18.85,9.44,Likely to fizzle,jimmyfallon,878,276,Word Sneak with the very funny Chris Pratt (@prattprattpratt) https://t.co/LYfEnZXLYa #FallonTonight
360,1.85,1.85,30,87.79,2.677,85.95,368,88.37,10218.0,62.78,25.59,Limited spread,britneyspears,4864,2677,"@Madonna Thank you for the birthday wish last night, girl!! 💋💋💋"
361,1.85,1.85,15,73.43,1.618,71.59,248,76.69,10351.0,63.02,13.67,Likely to fizzle,rihanna,4839,2756,We salute you... Today and EVERYDAY!!! Thanking you #HappyVeteransDay http://t.co/5RT8bPIfFq
362,1.85,1.85,4,27.7,0.58,25.85,145,36.99,6655.0,54.11,17.12,Likely to fizzle,ladygaga,2849,1903,Faux-Fendi tracksuit from 'Dog' who needs to pay retail when your punk-haus will make one for u!… http://t.co/32yZRUbXcu
363,1.85,1.85,4,27.7,0.58,25.85,149,49.12,23283.0,77.02,27.9,Likely to fizzle,ArianaGrande,13407,4938,i do ! https://t.co/NkGNRrrpmy
364,1.85,1.85,4,27.7,0.58,25.85,141,17.96,791.0,9.16,8.8,Likely to fizzle,instagram,559,116,Get to know the people behind your favorite fashion houses (via @glossyco) https://t.co/DabIAn8HCY
365,1.86,-1.86,9,62.57,1.347,64.43,193,63.45,7827.0,57.4,6.05,Likely to fizzle,TheEllenShow,5453,1187,Happy Pride Month! 🌈 https://t.co/vr3RT7t1iV
366,1.87,1.87,12,67.85,1.398,65.98,214,68.69,3119.0,37.27,31.42,Likely to fizzle,jimmyfallon,2359,380,"Tonight: Jesse Eisenberg is here, playing inflatable flip cup with @ZoeKravitz, and @coldplay performs! #FallonTonight"
367,1.88,-1.88,49,94.86,6.77,96.74,602,94.89,18332.0,73.08,21.82,Limited spread,jtimberlake,10106,4113,Wow! Thank you @OfficialBBMAs for Top Artist!!!!! #BBMAs -TeamJT
368,1.88,1.88,8,60.65,1.188,58.77,179,59.98,6902.0,54.79,5.19,Likely to fizzle,TheEllenShow,5532,685,Happy #MeMeMonday! https://t.co/pItoyFVDWv
369,1.88,-1.88,4,27.7,0.642,29.58,141,17.96,875.0,10.26,7.7,Likely to fizzle,instagram,621,127,"In Mongolia’s Tsaatan tribal village, the reindeer are anything but shy #TheWeekOnInstagram https://t.co/ODOWyKmFtt"
370,1.88,-1.88,4,27.7,0.642,29.58,147,42.96,2263.0,29.34,13.63,Likely to fizzle,BarackObama,1263,500,LIVE: President Obama is speaking about education and signing the Every Student Succeeds Act. https://t.co/DwcKVaLlql #E
371,1.88,-1.88,4,27.7,0.642,29.58,145,36.99,3737.0,41.91,4.93,Likely to fizzle,TheEllenShow,2797,470,Here's some @BradPaisley to start your weekend right. https://t.co/Cf7XhRbjz9
372,1.89,1.89,55,96.16,4.81,94.28,656,95.67,10732.0,63.83,31.84,Has legs,jimmyfallon,5470,2631,Happy St. Patrick's Day!!!
373,1.89,1.89,34,89.88,2.969,87.99,405,89.94,119123.0,96.43,6.49,Limited spread,ArianaGrande,68201,25461,"I love y'all so so much. Sending you endless love. Enjoy your holiday, enjoy your families and give them lots of hugs."
